Age,Education Level,Occupation,Interest,Experience,Learning Style,Time Commitment,Preferred Resources,Recommended Skill
34,Bachelor's,Job Seeker,Networking,Beginner,Reading/Writing,<5 hrs/week,Free & Paid,"Network Automation, Load Balancing"
34,Bachelor's,Job Seeker,Networking,Advanced,Kinesthetic,>10 hrs/week,Free & Paid,"Network Automation, Load Balancing"
34,Bachelor's,Job Seeker,Networking,Beginner,Visual,>10 hrs/week,Free & Paid,"Network Automation, Load Balancing"
34,Bachelor's,Job Seeker,Networking,Beginner,Kinesthetic,5-10 hrs/week,Paid,"Network Automation, Load Balancing"
34,Bachelor's,Job Seeker,Networking,Advanced,Kinesthetic,<5 hrs/week,Paid,"Network Automation, Load Balancing"
34,Bachelor's,Job Seeker,Networking,Advanced,Reading/Writing,>10 hrs/week,Free & Paid,"Network Automation, Load Balancing"
34,Bachelor's,Job Seeker,Networking,Intermediate,Kinesthetic,>10 hrs/week,Free,"Network Automation, Load Balancing"
35,Bachelor's,Job Seeker,Networking,Beginner,Auditory,<5 hrs/week,Free,"Network Automation, Load Balancing"
35,Bachelor's,Job Seeker,Networking,Advanced,Visual,>10 hrs/week,Paid,"Network Automation, Load Balancing"
35,Bachelor's,Job Seeker,Networking,Beginner,Reading/Writing,>10 hrs/week,Paid,"Network Automation, Load Balancing"
36,Bachelor's,Job Seeker,Networking,Beginner,Reading/Writing,>10 hrs/week,Paid,"Network Automation, Load Balancing"
36,Bachelor's,Job Seeker,Networking,Beginner,Auditory,<5 hrs/week,Free & Paid,"Network Automation, Load Balancing"
36,Bachelor's,Job Seeker,Networking,Intermediate,Visual,5-10 hrs/week,Paid,"Network Automation, Load Balancing"
37,Bachelor's,Job Seeker,Networking,Intermediate,Visual,5-10 hrs/week,Free,"Network Automation, Load Balancing"
37,Bachelor's,Job Seeker,Networking,Intermediate,Reading/Writing,5-10 hrs/week,Free,"Network Automation, Load Balancing"
38,Bachelor's,Job Seeker,Networking,Intermediate,Visual,5-10 hrs/week,Paid,"Network Automation, Load Balancing"
38,Bachelor's,Job Seeker,Networking,Advanced,Kinesthetic,>10 hrs/week,Paid,"Network Automation, Load Balancing"
39,Bachelor's,Job Seeker,Networking,Intermediate,Kinesthetic,<5 hrs/week,Paid,"Network Automation, Load Balancing"
16,High School,Working Professional,Networking,Beginner,Reading/Writing,<5 hrs/week,Paid,"Network Troubleshooting, CCNA"
16,High School,Working Professional,Networking,Beginner,Auditory,<5 hrs/week,Free,"Network Troubleshooting, CCNA"
16,High School,Working Professional,Networking,Beginner,Visual,5-10 hrs/week,Paid,"Network Troubleshooting, CCNA"
16,High School,Working Professional,Networking,Beginner,Auditory,5-10 hrs/week,Free,"Network Troubleshooting, CCNA"
16,High School,Working Professional,Networking,Beginner,Kinesthetic,>10 hrs/week,Free & Paid,"Network Troubleshooting, CCNA"
16,High School,Working Professional,Networking,Beginner,Auditory,>10 hrs/week,Paid,"Network Troubleshooting, CCNA"
16,High School,Working Professional,Networking,Beginner,Reading/Writing,5-10 hrs/week,Free,"Network Troubleshooting, CCNA"
16,High School,Working Professional,Networking,Beginner,Visual,<5 hrs/week,Paid,"Network Troubleshooting, CCNA"
16,High School,Working Professional,Networking,Beginner,Auditory,<5 hrs/week,Free & Paid,"Network Troubleshooting, CCNA"
16,High School,Working Professional,Networking,Beginner,Kinesthetic,<5 hrs/week,Free,"Network Troubleshooting, CCNA"
16,High School,Working Professional,Networking,Beginner,Reading/Writing,5-10 hrs/week,Free,"Network Troubleshooting, CCNA"
16,High School,Working Professional,Networking,Beginner,Visual,>10 hrs/week,Free & Paid,"Network Troubleshooting, CCNA"
16,High School,Working Professional,Networking,Beginner,Reading/Writing,<5 hrs/week,Paid,"Network Troubleshooting, CCNA"
16,High School,Working Professional,Networking,Beginner,Kinesthetic,<5 hrs/week,Free & Paid,"Network Troubleshooting, CCNA"
16,High School,Working Professional,Networking,Beginner,Kinesthetic,>10 hrs/week,Free,"Network Troubleshooting, CCNA"
16,High School,Working Professional,Networking,Beginner,Kinesthetic,5-10 hrs/week,Free,"Network Troubleshooting, CCNA"
17,High School,Working Professional,Networking,Beginner,Reading/Writing,<5 hrs/week,Paid,"Network Troubleshooting, CCNA"
17,High School,Working Professional,Networking,Beginner,Kinesthetic,<5 hrs/week,Free & Paid,"Network Troubleshooting, CCNA"
17,High School,Working Professional,Networking,Beginner,Auditory,5-10 hrs/week,Free,"Network Troubleshooting, CCNA"
17,High School,Working Professional,Networking,Beginner,Auditory,>10 hrs/week,Paid,"Network Troubleshooting, CCNA"
17,High School,Working Professional,Networking,Beginner,Visual,<5 hrs/week,Free,"Network Troubleshooting, CCNA"
17,High School,Working Professional,Networking,Beginner,Kinesthetic,5-10 hrs/week,Paid,"Network Troubleshooting, CCNA"
17,High School,Working Professional,Networking,Beginner,Kinesthetic,<5 hrs/week,Free,"Network Troubleshooting, CCNA"
17,High School,Working Professional,Networking,Beginner,Auditory,>10 hrs/week,Paid,"Network Troubleshooting, CCNA"
18,High School,Working Professional,Networking,Beginner,Visual,<5 hrs/week,Paid,"Network Troubleshooting, CCNA"
18,High School,Working Professional,Networking,Beginner,Visual,>10 hrs/week,Free,"Network Troubleshooting, CCNA"
18,High School,Working Professional,Networking,Beginner,Auditory,<5 hrs/week,Free,"Network Troubleshooting, CCNA"
18,High School,Working Professional,Networking,Beginner,Auditory,<5 hrs/week,Free,"Network Troubleshooting, CCNA"
19,High School,Working Professional,Networking,Beginner,Reading/Writing,<5 hrs/week,Free,"Network Troubleshooting, CCNA"
19,High School,Working Professional,Networking,Beginner,Auditory,5-10 hrs/week,Paid,"Network Troubleshooting, CCNA"
19,High School,Working Professional,Networking,Beginner,Kinesthetic,5-10 hrs/week,Paid,"Network Troubleshooting, CCNA"
19,High School,Working Professional,Networking,Beginner,Kinesthetic,<5 hrs/week,Paid,"Network Troubleshooting, CCNA"
19,High School,Working Professional,Networking,Beginner,Visual,5-10 hrs/week,Free,"Network Troubleshooting, CCNA"
19,High School,Working Professional,Networking,Beginner,Auditory,>10 hrs/week,Free & Paid,"Network Troubleshooting, CCNA"
19,High School,Working Professional,Networking,Beginner,Kinesthetic,5-10 hrs/week,Paid,"Network Troubleshooting, CCNA"
19,High School,Working Professional,Networking,Beginner,Auditory,5-10 hrs/week,Free,"Network Troubleshooting, CCNA"
20,High School,Working Professional,Networking,Beginner,Kinesthetic,>10 hrs/week,Free,"Network Troubleshooting, CCNA"
20,High School,Working Professional,Networking,Beginner,Kinesthetic,5-10 hrs/week,Free,"Network Troubleshooting, CCNA"
20,High School,Working Professional,Networking,Beginner,Reading/Writing,5-10 hrs/week,Free & Paid,"Network Troubleshooting, CCNA"
20,High School,Working Professional,Networking,Beginner,Auditory,<5 hrs/week,Free & Paid,"Network Troubleshooting, CCNA"
20,High School,Working Professional,Networking,Beginner,Kinesthetic,5-10 hrs/week,Paid,"Network Troubleshooting, CCNA"
21,High School,Working Professional,Networking,Beginner,Auditory,<5 hrs/week,Paid,"Network Troubleshooting, CCNA"
21,High School,Working Professional,Networking,Beginner,Visual,5-10 hrs/week,Paid,"Network Troubleshooting, CCNA"
21,High School,Working Professional,Networking,Beginner,Reading/Writing,5-10 hrs/week,Paid,"Network Troubleshooting, CCNA"
21,High School,Working Professional,Networking,Beginner,Auditory,>10 hrs/week,Free,"Network Troubleshooting, CCNA"
21,High School,Working Professional,Networking,Beginner,Visual,<5 hrs/week,Paid,"Network Troubleshooting, CCNA"
21,High School,Working Professional,Networking,Beginner,Kinesthetic,<5 hrs/week,Free & Paid,"Network Troubleshooting, CCNA"
22,High School,Working Professional,Networking,Beginner,Reading/Writing,>10 hrs/week,Paid,"Network Troubleshooting, CCNA"
22,High School,Working Professional,Networking,Intermediate,Kinesthetic,5-10 hrs/week,Free & Paid,"Network Troubleshooting, CCNA"
22,High School,Working Professional,Networking,Advanced,Kinesthetic,5-10 hrs/week,Free,"Network Troubleshooting, CCNA"
23,High School,Working Professional,Networking,Beginner,Visual,5-10 hrs/week,Paid,"Network Troubleshooting, CCNA"
24,High School,Working Professional,Networking,Advanced,Visual,5-10 hrs/week,Free,"Network Troubleshooting, CCNA"
25,High School,Working Professional,Networking,Beginner,Auditory,>10 hrs/week,Paid,"Network Troubleshooting, CCNA"
25,High School,Working Professional,Networking,Beginner,Reading/Writing,>10 hrs/week,Paid,"Network Troubleshooting, CCNA"
26,High School,Working Professional,Networking,Beginner,Reading/Writing,<5 hrs/week,Paid,"Network Troubleshooting, CCNA"
26,High School,Working Professional,Networking,Advanced,Auditory,<5 hrs/week,Paid,"Network Troubleshooting, CCNA"
27,High School,Working Professional,Networking,Intermediate,Reading/Writing,5-10 hrs/week,Paid,"Network Troubleshooting, CCNA"
27,High School,Working Professional,Networking,Beginner,Kinesthetic,5-10 hrs/week,Free,"Network Troubleshooting, CCNA"
27,High School,Working Professional,Networking,Intermediate,Kinesthetic,5-10 hrs/week,Paid,"Network Troubleshooting, CCNA"
28,High School,Working Professional,Networking,Advanced,Kinesthetic,5-10 hrs/week,Free & Paid,"Network Troubleshooting, CCNA"
28,High School,Working Professional,Networking,Beginner,Auditory,<5 hrs/week,Paid,"Network Troubleshooting, CCNA"
28,High School,Working Professional,Networking,Intermediate,Reading/Writing,>10 hrs/week,Free,"Network Troubleshooting, CCNA"
29,High School,Working Professional,Networking,Advanced,Visual,5-10 hrs/week,Paid,"Network Troubleshooting, CCNA"
29,High School,Working Professional,Networking,Advanced,Kinesthetic,<5 hrs/week,Paid,"Network Troubleshooting, CCNA"
30,High School,Working Professional,Networking,Beginner,Visual,>10 hrs/week,Free,"Network Troubleshooting, CCNA"
30,High School,Working Professional,Networking,Intermediate,Auditory,<5 hrs/week,Free,"Network Troubleshooting, CCNA"
30,High School,Working Professional,Networking,Intermediate,Reading/Writing,5-10 hrs/week,Free & Paid,"Network Troubleshooting, CCNA"
30,High School,Working Professional,Networking,Advanced,Auditory,<5 hrs/week,Free,"Network Troubleshooting, CCNA"
30,High School,Working Professional,Networking,Advanced,Auditory,<5 hrs/week,Free & Paid,"Network Troubleshooting, CCNA"
31,High School,Working Professional,Networking,Beginner,Kinesthetic,<5 hrs/week,Paid,"Network Troubleshooting, CCNA"
32,High School,Working Professional,Networking,Advanced,Auditory,5-10 hrs/week,Paid,"Network Troubleshooting, CCNA"
32,High School,Working Professional,Networking,Advanced,Reading/Writing,>10 hrs/week,Paid,"Network Troubleshooting, CCNA"
32,High School,Working Professional,Networking,Intermediate,Reading/Writing,<5 hrs/week,Free,"Network Troubleshooting, CCNA"
33,High School,Working Professional,Networking,Beginner,Visual,5-10 hrs/week,Paid,"Network Troubleshooting, CCNA"
33,High School,Working Professional,Networking,Advanced,Kinesthetic,>10 hrs/week,Free,"Network Troubleshooting, CCNA"
33,High School,Working Professional,Networking,Beginner,Auditory,<5 hrs/week,Paid,"Network Troubleshooting, CCNA"
33,High School,Working Professional,Networking,Intermediate,Visual,5-10 hrs/week,Free,"Network Troubleshooting, CCNA"
33,High School,Working Professional,Networking,Advanced,Kinesthetic,<5 hrs/week,Free,"Network Troubleshooting, CCNA"
34,High School,Working Professional,Networking,Intermediate,Auditory,>10 hrs/week,Free & Paid,"Network Troubleshooting, CCNA"
34,High School,Working Professional,Networking,Intermediate,Kinesthetic,5-10 hrs/week,Paid,"Network Troubleshooting, CCNA"
34,High School,Working Professional,Networking,Advanced,Visual,5-10 hrs/week,Free,"Network Troubleshooting, CCNA"
34,High School,Working Professional,Networking,Intermediate,Auditory,<5 hrs/week,Paid,"Network Troubleshooting, CCNA"
35,High School,Working Professional,Networking,Beginner,Visual,<5 hrs/week,Paid,"Network Troubleshooting, CCNA"
36,High School,Working Professional,Networking,Beginner,Auditory,>10 hrs/week,Free,"Network Troubleshooting, CCNA"
36,High School,Working Professional,Networking,Beginner,Auditory,<5 hrs/week,Free & Paid,"Network Troubleshooting, CCNA"
36,High School,Working Professional,Networking,Beginner,Visual,<5 hrs/week,Paid,"Network Troubleshooting, CCNA"
37,High School,Working Professional,Networking,Advanced,Visual,<5 hrs/week,Free & Paid,"Network Troubleshooting, CCNA"
37,High School,Working Professional,Networking,Intermediate,Visual,5-10 hrs/week,Free & Paid,"Network Troubleshooting, CCNA"
37,High School,Working Professional,Networking,Intermediate,Visual,5-10 hrs/week,Free,"Network Troubleshooting, CCNA"
37,High School,Working Professional,Networking,Intermediate,Visual,<5 hrs/week,Free & Paid,"Network Troubleshooting, CCNA"
37,High School,Working Professional,Networking,Beginner,Auditory,<5 hrs/week,Free & Paid,"Network Troubleshooting, CCNA"
37,High School,Working Professional,Networking,Advanced,Auditory,5-10 hrs/week,Free & Paid,"Network Troubleshooting, CCNA"
38,High School,Working Professional,Networking,Beginner,Auditory,5-10 hrs/week,Free & Paid,"Network Troubleshooting, CCNA"
38,High School,Working Professional,Networking,Intermediate,Auditory,5-10 hrs/week,Paid,"Network Troubleshooting, CCNA"
39,High School,Working Professional,Networking,Beginner,Auditory,5-10 hrs/week,Free & Paid,"Network Troubleshooting, CCNA"
39,High School,Working Professional,Networking,Beginner,Visual,<5 hrs/week,Paid,"Network Troubleshooting, CCNA"
39,High School,Working Professional,Networking,Intermediate,Kinesthetic,<5 hrs/week,Free,"Network Troubleshooting, CCNA"
22,PhD,Working Professional,Networking,Beginner,Visual,<5 hrs/week,Free,Next-Gen Network Security
22,PhD,Working Professional,Networking,Intermediate,Auditory,<5 hrs/week,Paid,Next-Gen Network Security
22,PhD,Working Professional,Networking,Beginner,Visual,<5 hrs/week,Free,Next-Gen Network Security
22,PhD,Working Professional,Networking,Beginner,Reading/Writing,5-10 hrs/week,Free & Paid,Next-Gen Network Security
23,PhD,Working Professional,Networking,Intermediate,Reading/Writing,5-10 hrs/week,Free,Next-Gen Network Security
23,PhD,Working Professional,Networking,Intermediate,Auditory,>10 hrs/week,Paid,Next-Gen Network Security
24,PhD,Working Professional,Networking,Advanced,Auditory,5-10 hrs/week,Paid,Next-Gen Network Security
24,PhD,Working Professional,Networking,Intermediate,Visual,<5 hrs/week,Free,Next-Gen Network Security
25,PhD,Working Professional,Networking,Advanced,Kinesthetic,5-10 hrs/week,Free & Paid,Next-Gen Network Security
25,PhD,Working Professional,Networking,Advanced,Kinesthetic,<5 hrs/week,Free & Paid,Next-Gen Network Security
25,PhD,Working Professional,Networking,Beginner,Reading/Writing,5-10 hrs/week,Free & Paid,Next-Gen Network Security
26,PhD,Working Professional,Networking,Beginner,Visual,>10 hrs/week,Free & Paid,Next-Gen Network Security
26,PhD,Working Professional,Networking,Advanced,Kinesthetic,<5 hrs/week,Paid,Next-Gen Network Security
26,PhD,Working Professional,Networking,Intermediate,Visual,>10 hrs/week,Free & Paid,Next-Gen Network Security
26,PhD,Working Professional,Networking,Beginner,Auditory,5-10 hrs/week,Paid,Next-Gen Network Security
26,PhD,Working Professional,Networking,Advanced,Reading/Writing,>10 hrs/week,Free,Next-Gen Network Security
27,PhD,Working Professional,Networking,Advanced,Kinesthetic,>10 hrs/week,Paid,Next-Gen Network Security
27,PhD,Working Professional,Networking,Intermediate,Visual,<5 hrs/week,Free,Next-Gen Network Security
27,PhD,Working Professional,Networking,Beginner,Kinesthetic,<5 hrs/week,Free & Paid,Next-Gen Network Security
27,PhD,Working Professional,Networking,Advanced,Visual,<5 hrs/week,Free & Paid,Next-Gen Network Security
27,PhD,Working Professional,Networking,Intermediate,Reading/Writing,<5 hrs/week,Paid,Next-Gen Network Security
28,PhD,Working Professional,Networking,Intermediate,Reading/Writing,<5 hrs/week,Free & Paid,Next-Gen Network Security
28,PhD,Working Professional,Networking,Beginner,Auditory,<5 hrs/week,Free & Paid,Next-Gen Network Security
28,PhD,Working Professional,Networking,Intermediate,Kinesthetic,5-10 hrs/week,Free,Next-Gen Network Security
28,PhD,Working Professional,Networking,Intermediate,Kinesthetic,>10 hrs/week,Paid,Next-Gen Network Security
29,PhD,Working Professional,Networking,Advanced,Auditory,5-10 hrs/week,Free,Next-Gen Network Security
29,PhD,Working Professional,Networking,Beginner,Kinesthetic,5-10 hrs/week,Free & Paid,Next-Gen Network Security
29,PhD,Working Professional,Networking,Intermediate,Auditory,>10 hrs/week,Paid,Next-Gen Network Security
29,PhD,Working Professional,Networking,Intermediate,Auditory,<5 hrs/week,Free & Paid,Next-Gen Network Security
29,PhD,Working Professional,Networking,Advanced,Kinesthetic,>10 hrs/week,Free,Next-Gen Network Security
29,PhD,Working Professional,Networking,Intermediate,Auditory,>10 hrs/week,Paid,Next-Gen Network Security
29,PhD,Working Professional,Networking,Intermediate,Reading/Writing,5-10 hrs/week,Free,Next-Gen Network Security
29,PhD,Working Professional,Networking,Beginner,Visual,>10 hrs/week,Free & Paid,Next-Gen Network Security
30,PhD,Working Professional,Networking,Beginner,Auditory,>10 hrs/week,Paid,Next-Gen Network Security
30,PhD,Working Professional,Networking,Intermediate,Visual,<5 hrs/week,Free & Paid,Next-Gen Network Security
30,PhD,Working Professional,Networking,Intermediate,Visual,<5 hrs/week,Free,Next-Gen Network Security
31,PhD,Working Professional,Networking,Beginner,Reading/Writing,<5 hrs/week,Free & Paid,Next-Gen Network Security
31,PhD,Working Professional,Networking,Intermediate,Reading/Writing,>10 hrs/week,Free,Next-Gen Network Security
31,PhD,Working Professional,Networking,Beginner,Auditory,<5 hrs/week,Free,Next-Gen Network Security
31,PhD,Working Professional,Networking,Beginner,Auditory,5-10 hrs/week,Free,Next-Gen Network Security
31,PhD,Working Professional,Networking,Beginner,Visual,5-10 hrs/week,Free & Paid,Next-Gen Network Security
31,PhD,Working Professional,Networking,Advanced,Visual,<5 hrs/week,Free,Next-Gen Network Security
31,PhD,Working Professional,Networking,Intermediate,Reading/Writing,>10 hrs/week,Free,Next-Gen Network Security
32,PhD,Working Professional,Networking,Intermediate,Kinesthetic,5-10 hrs/week,Free,Next-Gen Network Security
32,PhD,Working Professional,Networking,Beginner,Reading/Writing,5-10 hrs/week,Free,Next-Gen Network Security
33,PhD,Working Professional,Networking,Intermediate,Reading/Writing,5-10 hrs/week,Free & Paid,Next-Gen Network Security
33,PhD,Working Professional,Networking,Intermediate,Visual,<5 hrs/week,Free,Next-Gen Network Security
33,PhD,Working Professional,Networking,Advanced,Kinesthetic,<5 hrs/week,Free & Paid,Next-Gen Network Security
33,PhD,Working Professional,Networking,Intermediate,Reading/Writing,5-10 hrs/week,Paid,Next-Gen Network Security
34,PhD,Working Professional,Networking,Advanced,Reading/Writing,>10 hrs/week,Free,Next-Gen Network Security
34,PhD,Working Professional,Networking,Advanced,Visual,<5 hrs/week,Free & Paid,Next-Gen Network Security
34,PhD,Working Professional,Networking,Beginner,Visual,5-10 hrs/week,Free,Next-Gen Network Security
34,PhD,Working Professional,Networking,Beginner,Reading/Writing,5-10 hrs/week,Free,Next-Gen Network Security
34,PhD,Working Professional,Networking,Advanced,Auditory,>10 hrs/week,Paid,Next-Gen Network Security
34,PhD,Working Professional,Networking,Beginner,Auditory,<5 hrs/week,Paid,Next-Gen Network Security
34,PhD,Working Professional,Networking,Advanced,Kinesthetic,<5 hrs/week,Free,Next-Gen Network Security
34,PhD,Working Professional,Networking,Beginner,Visual,<5 hrs/week,Free & Paid,Next-Gen Network Security
34,PhD,Working Professional,Networking,Beginner,Visual,5-10 hrs/week,Paid,Next-Gen Network Security
35,PhD,Working Professional,Networking,Beginner,Reading/Writing,>10 hrs/week,Free,Next-Gen Network Security
35,PhD,Working Professional,Networking,Advanced,Kinesthetic,<5 hrs/week,Paid,Next-Gen Network Security
35,PhD,Working Professional,Networking,Intermediate,Kinesthetic,5-10 hrs/week,Paid,Next-Gen Network Security
35,PhD,Working Professional,Networking,Advanced,Visual,5-10 hrs/week,Free & Paid,Next-Gen Network Security
35,PhD,Working Professional,Networking,Intermediate,Reading/Writing,<5 hrs/week,Free,Next-Gen Network Security
35,PhD,Working Professional,Networking,Beginner,Auditory,<5 hrs/week,Free,Next-Gen Network Security
36,PhD,Working Professional,Networking,Beginner,Kinesthetic,<5 hrs/week,Paid,Next-Gen Network Security
36,PhD,Working Professional,Networking,Intermediate,Auditory,5-10 hrs/week,Paid,Next-Gen Network Security
36,PhD,Working Professional,Networking,Advanced,Visual,>10 hrs/week,Paid,Next-Gen Network Security
36,PhD,Working Professional,Networking,Intermediate,Reading/Writing,5-10 hrs/week,Paid,Next-Gen Network Security
36,PhD,Working Professional,Networking,Intermediate,Kinesthetic,>10 hrs/week,Free,Next-Gen Network Security
37,PhD,Working Professional,Networking,Beginner,Reading/Writing,5-10 hrs/week,Free & Paid,Next-Gen Network Security
38,PhD,Working Professional,Networking,Advanced,Visual,<5 hrs/week,Paid,Next-Gen Network Security
38,PhD,Working Professional,Networking,Intermediate,Visual,<5 hrs/week,Paid,Next-Gen Network Security
38,PhD,Working Professional,Networking,Beginner,Reading/Writing,5-10 hrs/week,Paid,Next-Gen Network Security
39,PhD,Working Professional,Networking,Advanced,Reading/Writing,5-10 hrs/week,Free,Next-Gen Network Security
39,PhD,Working Professional,Networking,Beginner,Visual,<5 hrs/week,Paid,Next-Gen Network Security
16,Bachelor's,Job Seeker,AI/ML,Beginner,Kinesthetic,<5 hrs/week,Paid,"NLP, Computer Vision, AI Deployment"
17,Bachelor's,Job Seeker,AI/ML,Beginner,Auditory,<5 hrs/week,Paid,"NLP, Computer Vision, AI Deployment"
17,Bachelor's,Job Seeker,AI/ML,Beginner,Kinesthetic,<5 hrs/week,Free,"NLP, Computer Vision, AI Deployment"
17,Bachelor's,Job Seeker,AI/ML,Beginner,Kinesthetic,<5 hrs/week,Paid,"NLP, Computer Vision, AI Deployment"
17,Bachelor's,Job Seeker,AI/ML,Beginner,Kinesthetic,<5 hrs/week,Paid,"NLP, Computer Vision, AI Deployment"
17,Bachelor's,Job Seeker,AI/ML,Beginner,Auditory,>10 hrs/week,Free,"NLP, Computer Vision, AI Deployment"
17,Bachelor's,Job Seeker,AI/ML,Beginner,Auditory,5-10 hrs/week,Paid,"NLP, Computer Vision, AI Deployment"
17,Bachelor's,Job Seeker,AI/ML,Beginner,Visual,>10 hrs/week,Free & Paid,"NLP, Computer Vision, AI Deployment"
18,Bachelor's,Job Seeker,AI/ML,Beginner,Reading/Writing,>10 hrs/week,Free,"NLP, Computer Vision, AI Deployment"
18,Bachelor's,Job Seeker,AI/ML,Beginner,Auditory,5-10 hrs/week,Free & Paid,"NLP, Computer Vision, AI Deployment"
18,Bachelor's,Job Seeker,AI/ML,Beginner,Reading/Writing,5-10 hrs/week,Free & Paid,"NLP, Computer Vision, AI Deployment"
18,Bachelor's,Job Seeker,AI/ML,Beginner,Visual,<5 hrs/week,Free,"NLP, Computer Vision, AI Deployment"
18,Bachelor's,Job Seeker,AI/ML,Beginner,Auditory,>10 hrs/week,Free,"NLP, Computer Vision, AI Deployment"
18,Bachelor's,Job Seeker,AI/ML,Beginner,Reading/Writing,<5 hrs/week,Paid,"NLP, Computer Vision, AI Deployment"
18,Bachelor's,Job Seeker,AI/ML,Beginner,Reading/Writing,>10 hrs/week,Free,"NLP, Computer Vision, AI Deployment"
19,Bachelor's,Job Seeker,AI/ML,Beginner,Kinesthetic,<5 hrs/week,Free,"NLP, Computer Vision, AI Deployment"
19,Bachelor's,Job Seeker,AI/ML,Beginner,Kinesthetic,<5 hrs/week,Free,"NLP, Computer Vision, AI Deployment"
19,Bachelor's,Job Seeker,AI/ML,Beginner,Reading/Writing,5-10 hrs/week,Paid,"NLP, Computer Vision, AI Deployment"
19,Bachelor's,Job Seeker,AI/ML,Beginner,Auditory,<5 hrs/week,Free & Paid,"NLP, Computer Vision, AI Deployment"
20,Bachelor's,Job Seeker,AI/ML,Beginner,Visual,5-10 hrs/week,Paid,"NLP, Computer Vision, AI Deployment"
20,Bachelor's,Job Seeker,AI/ML,Beginner,Reading/Writing,>10 hrs/week,Paid,"NLP, Computer Vision, AI Deployment"
20,Bachelor's,Job Seeker,AI/ML,Beginner,Reading/Writing,5-10 hrs/week,Paid,"NLP, Computer Vision, AI Deployment"
20,Bachelor's,Job Seeker,AI/ML,Beginner,Reading/Writing,>10 hrs/week,Free & Paid,"NLP, Computer Vision, AI Deployment"
20,Bachelor's,Job Seeker,AI/ML,Beginner,Auditory,<5 hrs/week,Paid,"NLP, Computer Vision, AI Deployment"
20,Bachelor's,Job Seeker,AI/ML,Beginner,Auditory,<5 hrs/week,Free & Paid,"NLP, Computer Vision, AI Deployment"
20,Bachelor's,Job Seeker,AI/ML,Beginner,Reading/Writing,>10 hrs/week,Free & Paid,"NLP, Computer Vision, AI Deployment"
20,Bachelor's,Job Seeker,AI/ML,Beginner,Kinesthetic,>10 hrs/week,Free & Paid,"NLP, Computer Vision, AI Deployment"
21,Bachelor's,Job Seeker,AI/ML,Beginner,Reading/Writing,5-10 hrs/week,Paid,"NLP, Computer Vision, AI Deployment"
21,Bachelor's,Job Seeker,AI/ML,Beginner,Auditory,<5 hrs/week,Free & Paid,"NLP, Computer Vision, AI Deployment"
21,Bachelor's,Job Seeker,AI/ML,Beginner,Reading/Writing,<5 hrs/week,Paid,"NLP, Computer Vision, AI Deployment"
21,Bachelor's,Job Seeker,AI/ML,Beginner,Auditory,>10 hrs/week,Free & Paid,"NLP, Computer Vision, AI Deployment"
21,Bachelor's,Job Seeker,AI/ML,Beginner,Visual,<5 hrs/week,Free & Paid,"NLP, Computer Vision, AI Deployment"
21,Bachelor's,Job Seeker,AI/ML,Beginner,Kinesthetic,>10 hrs/week,Free,"NLP, Computer Vision, AI Deployment"
21,Bachelor's,Job Seeker,AI/ML,Beginner,Kinesthetic,5-10 hrs/week,Paid,"NLP, Computer Vision, AI Deployment"
22,Bachelor's,Job Seeker,AI/ML,Beginner,Auditory,5-10 hrs/week,Free & Paid,"NLP, Computer Vision, AI Deployment"
22,Bachelor's,Job Seeker,AI/ML,Advanced,Reading/Writing,5-10 hrs/week,Paid,"NLP, Computer Vision, AI Deployment"
22,Bachelor's,Job Seeker,AI/ML,Advanced,Auditory,<5 hrs/week,Paid,"NLP, Computer Vision, AI Deployment"
22,Bachelor's,Job Seeker,AI/ML,Beginner,Visual,>10 hrs/week,Free,"NLP, Computer Vision, AI Deployment"
23,Bachelor's,Job Seeker,AI/ML,Beginner,Auditory,<5 hrs/week,Free & Paid,"NLP, Computer Vision, AI Deployment"
23,Bachelor's,Job Seeker,AI/ML,Advanced,Reading/Writing,>10 hrs/week,Free & Paid,"NLP, Computer Vision, AI Deployment"
23,Bachelor's,Job Seeker,AI/ML,Advanced,Reading/Writing,>10 hrs/week,Free,"NLP, Computer Vision, AI Deployment"
23,Bachelor's,Job Seeker,AI/ML,Beginner,Reading/Writing,>10 hrs/week,Free & Paid,"NLP, Computer Vision, AI Deployment"
23,Bachelor's,Job Seeker,AI/ML,Advanced,Auditory,>10 hrs/week,Paid,"NLP, Computer Vision, AI Deployment"
23,Bachelor's,Job Seeker,AI/ML,Beginner,Visual,>10 hrs/week,Free,"NLP, Computer Vision, AI Deployment"
24,Bachelor's,Job Seeker,AI/ML,Intermediate,Auditory,<5 hrs/week,Free & Paid,"NLP, Computer Vision, AI Deployment"
24,Bachelor's,Job Seeker,AI/ML,Advanced,Visual,>10 hrs/week,Free & Paid,"NLP, Computer Vision, AI Deployment"
25,Bachelor's,Job Seeker,AI/ML,Intermediate,Auditory,>10 hrs/week,Free,"NLP, Computer Vision, AI Deployment"
25,Bachelor's,Job Seeker,AI/ML,Beginner,Reading/Writing,5-10 hrs/week,Free,"NLP, Computer Vision, AI Deployment"
25,Bachelor's,Job Seeker,AI/ML,Advanced,Auditory,>10 hrs/week,Paid,"NLP, Computer Vision, AI Deployment"
26,Bachelor's,Job Seeker,AI/ML,Beginner,Visual,5-10 hrs/week,Paid,"NLP, Computer Vision, AI Deployment"
